都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
062022,06B0400010,山形県,米沢市,介護医療院松田外科医院,カイゴイリョウインマツダゲカイイン,介護医療院,山形県米沢市城西4-4-25,,37.912035700000000,140.094159000000000,0238-21-1155,0238-21-1139,,,06B0400010,,,,,,,,
062022,06B0400028,山形県,米沢市,三友堂介護医療院,サンユウドウカイゴイリョウイン,介護医療院,山形県米沢市成島町３丁目２番９０号,,37.922967100000000,140.090297100000000,0238-21-8100,0238-21-8119,4390005006215,一般財団法人三友堂病院,06B0400028,,,0,https://kaigoiryouin.sanyudo.or.jp,,,,
062090,06B1500016,山形県,長井市,吉川記念病院介護医療院,ヨシカワキネンビョウインカイゴイリョウイン,介護医療院,山形県長井市成田1888-1,,38.131623596220670,140.036236882803340,0238-87-8000,0238-83-1212,9390005007258,医療法人杏山会,06B1500016,,,0,https://yoshikawa-hp.com/,,,,
062103,06B1600014,山形県,天童市,天童温泉篠田介護医療院,テンドウオンセンシノダカイゴイリョウイン,介護医療院,鎌田1-7-1,,38.360368000000000,140.384818800000000,023-653-5711,023-653-1327,7390005000578,医療法人篠田好生会,06B1600014,,,60,https://www.tendo-shinoda.jp/,,,,
064017,06B2700011,山形県,小国町,小国町立病院介護医療院,オグニチョウリツビョウインカイゴイリョウイン,介護医療院,山形県西置賜郡小国町大字あけぼの一丁目１番地,,38.058533713903160,139.756075160713240,0238-61-1111,0238-61-1115,9000020064017,小国町,06B2700011,,,,https://www.ogunibyoin.jp/,,,,
064262,06B3000015,山形県,三川町,三川病院介護医療院,ミカワビョウインカイゴイリョウイン,介護医療院,山形県東田川郡三川町大字横山字堤３９番三川病院内,三川病院内,38.787386429964280,139.851165787033070,0235-68-0150,0235-68-0171,7390005005032,医療法人社団愛陽会,06B3000015,,,,https://www.aiyoukai-mikawahp.com/,,,,
072028,07B0200013,福島県,会津若松市,介護医療院　さくら,カイゴイリョウイン　サクラ,介護医療院,福島県会津若松市宮町１-１,,37.495177900000000,139.933561799999980,0242-22-4075,0242-22-4078,7380005010462,公益財団法人穴澤病院,07B0200013,,,0,http://www.sakura-anazawa..jp,,,,
072036,07B0300011,福島県,郡山市,土屋病院介護医療院,ツチヤビョウインカイゴイリョウイン,介護医療院,福島県郡山市字山崎76番1,,37.378008300000000,140.367627399999950,024-932-5425,024-932-5450,8380005002797,医療法人慈繁会,07B0300011,,,0,https://jihankai.jp/,,,,
072036,07B0300045,福島県,郡山市,介護医療院　紫泉の里,カイゴイリョウイン　シセンノサト,介護医療院,福島県郡山市田村町岩作字穂多礼218,,37.321908299999976,140.414602500000030,024-955-2700,024-955-2188,8380005002797,医療法人慈繁会,07B0300045,,,,https://jihankai.jp/shisen/,,,,
072036,07B0300029,福島県,郡山市,寿泉堂香久山病院　介護医療院,ジュセンドウカグヤマビョウイン　カイゴイリョウイン,介護医療院,福島県郡山市香久池一丁目18番11号,,37.381706513978900,140.369867855155900,024-932-6368,024-922-7178,2380005002489,公益財団法人湯浅報恩会,07B0300029,,,51,http://www.jusendo.or.jp/kgy,,,,
072036,07B0300037,福島県,郡山市,郡山市医療介護病院介護医療院,コオリヤマシイリョウカイゴビョウインカイゴイリョウイン,介護医療院,福島県郡山市字上亀田１番地の１,,37.408525200000000,140.345839100000000,024-934-1240,024-934-1070,7380005002492,一般社団法人郡山医師会,07B0300037,,,0,http://bigheart-hp.net/,,,,
072044,07B0400043,福島県,いわき市,社団医療法人　容雅会　中村病院介護医療院,シャダンイリョウホウジン　ヨウガカイ　ナカムラビョウインカイゴイリョウイン,介護医療院,福島県いわき市小名浜大原字下小滝146-2,,36.961305200000000,140.897269800000000,0246-53-3141,0246-54-1503,2380005005822,社団医療法人容雅会,07B0400043,,,,,,,,
072044,07B0400050,福島県,いわき市,医療法人　双美会　クリニック田畑,イリョウホウジン　フタミカイ　クリニックタバタ,介護医療院,福島県いわき市中岡町3丁目7-3,,36.921430200000000,140.782658300000000,0246-63-1476,0246-63-1496,3380005005796,医療法人　双美会,07B0400050,,,,,,,,
072044,07B0400035,福島県,いわき市,呉羽総合病院　介護医療院,クレハソウゴウビョウイン　カイゴイリョウイン,介護医療院,福島県いわき市錦町落合1番地1,,36.899914200000000,140.782551700000000,0246-62-8505,0246-62-7052,4380005005762,社団医療法人呉羽会,07B0400035,,,,,,,,
072044,07B0400084,福島県,いわき市,矢吹病院介護医療院,ヤブキビョウインカイゴイリョウイン,介護医療院,福島県いわき市佐糠町東1丁目18-3,,36.917878100000000,140.804798900000000,0246-63-1818,0246-62-5043,9380005005832,社団医療法人尚佑会,07B0400084,,,,https://yabuki-hp.skr.jp/,,,,
072044,07B0400068,福島県,いわき市,春山医院　介護医療院,ハルヤマイイン　カイゴイリョウイン,介護医療院,福島県いわき市常磐下湯長谷町二丁目1番地,,36.990875700000000,140.855846000000000,0246-44-4011,0246-44-4012,1380005005773,医療法人春陽会,07B0400068,,,15,http://syunyoukai.sakura.ne.jp/,,,,
072044,07B0400019,福島県,いわき市,小名浜生協病院　介護医療院,オナハマセイキョウビョウイン　カイゴイリョウイン,介護医療院,福島県いわき市小名浜岡小名字山ノ神３２番地,,36.970533300000000,140.909553299999970,0246-53-4374,0246-54-2642,7380005005875,浜通り医療生活協同組合,07B0400019,,,0,UＲＬ:http://www.hamadоri-cооp.jp/,,,,
072044,07B0400076,福島県,いわき市,医療法人松尾会松尾病院　介護医療院,イリョウホウジンマツオカイマツオビョウイン　カイゴイリョウイン,介護医療院,福島県いわき市平字新田前2番地の５医療法人松尾会　松尾病院介護医療院,医療法人松尾会　松尾病院介護医療院,37.050321100000000,140.896050100000000,0246-22-4421,0246-88-1715,3380005005763,医療法人松尾会,07B0400076,,,0,matsuo-iwaki.or.jp,,,,
072044,07B0400027,福島県,いわき市,かしま病院介護医療院,カシマビョウインカイゴイリョウイン,介護医療院,福島県いわき市鹿島町下蔵持字中沢目22-1,,36.992945700000000,140.911182400000030,0246-58-8010,0246-58-8088,7380005005768,社団医療法人養生会,07B0400027,,,0,http://www.kashima.jp,,,,
072087,07B0800028,福島県,喜多方市,介護医療院いりさわ,カイゴイリョウインイリサワ,介護医療院,福島県喜多方市字蒔田3106番地の2,,37.655779200000020,139.882291900000000,0241-22-2610,0241-22-2089,4380005009284,社会福祉法人啓和会,07B0800028,,,0,https://keiwakai.net/,,,,
072087,07B0800036,福島県,喜多方市,介護医療院　鳴瀬病院,カイゴイリョウイン　ナルセビョウイン,介護医療院,福島県喜多方市字稲荷宮7307番地の1,,37.646786700000000,139.877019900000000,0241-24-3333,0241-24-3770,9380005009627,医療法人爽陽会,07B0800036,,,0,,,,,
072125,07B1200012,福島県,南相馬市,小野田病院介護医療院,オノダビョウインカイゴイリョウイン,介護医療院,福島県南相馬市原町区旭町3-21,,37.636396700000000,140.968941999999970,0244-24-1111,0244-22-2125,5380005006966,相雲会,07B1200012,,,0,www.onodahp.or.jp,,,,
072141,07B1400018,福島県,本宮市,介護医療院　うぐいすの森,カイゴイリョウイン　ウグイスノモリ,介護医療院,福島県本宮市青田字花掛20番地,,37.502261070655910,140.392996901188670,0243-24-8720,2043-34-3307,2380005004295,医療法人落合会,07B1400018,,,,https://www.ochiaikai.jp/,,,,
082023,08B0200012,茨城県,日立市,医療法人惇慈会日立港病院介護医療院,イリョウホウジンジュンジカイヒタチコウビョウインカイゴイリョウイン,介護医療院,茨城県日立市みなと町１１番１０号,,36.495476700000000,140.619572800000000,０２９４－５２－３５７６,０２９４－５２－５１１６,2050005007182,医療法人惇慈会,08B0200012,,,48,http://hitachikoh‐hp.com/,,,,
082023,08B0200020,茨城県,日立市,日鉱記念病院　介護医療院,ニッコウキネンビョウイン　カイゴイリョウイン,介護医療院,茨城県日立市宮田町1-4-1,,36.601151864597970,140.649568300000000,0294-24-1212,0294-24-1216,9050005007176,医療法人社団日鉱記念病院,08B0200020,,,0,http://nikko-memorial-hos.or.jp/,,,,
082031,08B0300010,茨城県,土浦市,土浦リハビリテーション病院介護医療院,ツチウラリハビリテーションビョウインカイゴイリョウイン,介護医療院,茨城県土浦市真鍋新町11-7,,36.089827400000000,140.209730700000000,029-875-7888,029-875-7771,2050005008998,社会医療法人若竹会,08B0300010,,,0,https://www.central.or.jp/iryoin/,,,,
082040,08B0400018,茨城県,古河市,介護医療院ゆりの木,カイゴイリョウインユリノキ,介護医療院,坂間185-11,,36.164700900000000,139.708897500000000,0280-48-7575,0280-48-7566,4050005005572,医療法人浩悦会,08B0400018,,,,http://hama-cl.byoinnavi.jp/pc/,,,,
082082,08B0800019,茨城県,龍ヶ崎市,牛尾病院介護医療院,ウシオビョウインカイゴイリョウイン,介護医療院,茨城県龍ケ崎市馴柴町1-15-1,,35.929299600000000,140.147995700000000,0297-66-6333,0297-66-6138,1050005007662,医療法人竜仁会,08B0800019,,,60,http://www.ryujinkai.or.jp/,,,,
082121,08B1200011,茨城県,常陸太田市,介護医療院太田病院,カイゴイリョウインオオタビョウイン,介護医療院,茨城県常陸太田市中城町１７３番地,,36.544751800000000,140.521561200000000,0294-72-2580,0294-72-2713,4050005008154,医療法人一路会,08B1200011,,,0,,,,,
082121,08B1200029,茨城県,常陸太田市,介護医療院　はすみ敬愛,カイゴイリョウイン　ハスミケイアイ,介護医療院,茨城県常陸太田市木崎二町　931-2,,36.531863300000000,140.524475700000000,0294-72-5121,0294-72-5124,1050005008157,医療法人貞心会,08B1200029,,,,https://nishiyamado.teishinkai.or.jp,,,,
082155,08B1500014,茨城県,北茨城市,瀧病院　介護医療院,タキビョウイン　カイゴイリョウイン,介護医療院,茨城県北茨城市磯原町磯原2-305,,36.791152200000000,140.739804200000000,0293-42-1221,0293-42-1223,4050005007412,医療法人芳医会,08B1500014,,,0,https://www.takih.jp/info.html,,,,
082171,08B1700010,茨城県,取手市,にしまぎ介護医療院,ニシマギカイゴイリョウイン,介護医療院,戸頭1-8-21,,35.919031900000000,140.012922900000000,0297-78-3365,0297-86-6052,3050005008782,医療法人　西秀会,08B1700010,,,27,https://nishimagi-hospital.com/,,,,
082210,08B2100020,茨城県,ひたちなか市,茨城県ひたちなか市６１６番地の１,イバラキケンヒタチナカシホリグチ,介護医療院,茨城県ひたちなか市堀口６１６－１,,36.391757499999990,140.516126700000000,029-271-3409,029-271-3419,6050005002436,医療法人社団尚仁会,08B2100020,,,16,http://www.syoujinkai.jp/,,,,
082252,08B2500013,茨城県,常陸大宮市,高村外科医院介護医療院,タカムラゲカイインカイゴイリョウイン,介護医療院,茨城県常陸大宮市山方1117-1,,36.619503300000000,140.401984600000000,0295-57-2031,0295-57-2032,2050005008412,医療法人高村外科医院,08B2500013,,,,,,,,
082279,08B2700027,茨城県,筑西市,三岳荘小松崎病院介護医療院,サンガクソウコマツザキビョウインカイゴイリョウイン,介護医療院,茨城県筑西市中館２２６５番地,,36.327459638890850,139.975469496295180,0296-24-2331,0296-24-2411,9050005009940,医療法人威恵会,08B2700027,,,0,http://www.sangakusou.or.jp,,,,
082295,08B2900015,茨城県,稲敷市,宮本病院介護医療院,ミヤモトビョウインカイゴイリョウイン,介護医療院,茨城県稲敷市幸田953,,34.864476200000000,137.165683100000000,0299-95-7522,0299-95-7523,4050005007668,医療法人盡誠会（社団）,08B2900015,,,48,https://miyamoto-kaigo.com/,,,,
083097,08B3100011,茨城県,大洗町,介護医療院おおあらい,カイゴイリョウインオオアライ,介護医療院,茨城県東茨城郡大洗町大貫町９１５,,36.301626300000000,140.558734400000000,029-267-2191,029-266-1215,5050005002395,医療法人渡辺会,08B3100011,,,,http://www.watanabekai.net/,,,,
092011,09B0100013,栃木県,宇都宮市,宇都宮介護医療院,ウツノミヤカイゴイリョウイン,介護医療院,栃木県宇都宮市平出町401番地,,36.575581600000000,139.949506800000000,028-661-1165,028-611-1005,7060005000966,医療法人北斗会,09B0100013,,,0,https://www.hokutokai.or.jp,,,,
092029,09B0200011,栃木県,足利市,今井介護医療院,イマイカイゴイリョウイン,介護医療院,田中町100,,36.326696400000000,139.450413500000000,0284-71-0181,0284-73-0412,3060005006307,医療法人杏林会,09B0200011,,,0,http://www.anz.or.jp/,,,,
092037,09B0300019,栃木県,栃木市,介護医療院ふじぬま,カイゴイリョウイン　フジヌマ,介護医療院,栃木県栃木市大平町富田5212-7医療法人藤沼医院,医療法人藤沼医院,36.337933100000000,139.699638000000000,0282-43-2233,0282-43-2320,9060005005534,医療法人藤沼医院,09B0300019,,,8,https://fujinumaclinic.com/,,,,
092061,09B0600012,栃木県,日光市,医療法人社団　双愛会　介護医療院そうあい,イリョウホウジンシャダン　ソウアイカイ　カイゴイリョウインソウアイ,介護医療院,栃木県日光市足尾町砂畑４１４７－２,,36.629008690554556,139.433862153360960,0288-93-2011,0288-93-4713,4030005001136,医療法人社団双愛会,09B0600012,,,0,http://www.ashiohp.com/,,,,
